OrderID,CustomerID,InvoiceDate,Quantity,UnitPrice,ProductCategory,Country,OrderStatus,ShippingCost,DiscountPct,Revenue
ORD0000041,CUST00293,2024-02-20 22:18:20,5.0,292.19,Electronics,United States,Shipped,14.9,0.2698,1066.79
ORD0000042,CUST00295,2022-12-22 01:35:09,10.0,365.52,Beauty,Belgium,Processing,2.24,0.2782,2638.32
ORD0000043,CUST00417,2022-06-05 03:24:49,4.0,183.36,Home & Garden,Sweden,Returned,8.43,0.1208,644.84
ORD0000044,CUST00370,2024-04-14 20:06:28,5.0,,Home & Garden,France,Cancelled,2.24,0.2671,1176.38
ORD0000045,CUST00412,2023-01-02 07:27:14,28.0,,Toys,Sweden,Cancelled,24.04,0.1152,5794.48
ORD0000046,CUST00285,2024-06-16 20:34:14,28.0,96.18,Books,Netherlands,Returned,20.18,0.221,2097.88
ORD0000047,CUST00439,2024-05-27 22:05:25,10.0,351.32,Home & Garden,Sweden,Shipped,11.49,0.1428,3011.52
ORD0000048,CUST00101,2024-02-26 15:21:43,11.0,278.9,Electronics,Australia,Cancelled,5.59,0.0368,2955.0
ORD0000049,CUST00410,2022-08-21 07:33:20,21.0,180.27,Electronics,Italy,Processing,23.34,0.2784,2731.74
ORD0000050,CUST00243,2024-11-08 21:22:24,24.0,455.8,Beauty,Italy,Completed,8.61,0.1362,9449.28
ORD0000051,CUST00005,2022-10-02 08:23:47,10.0,11.94,Toys,Belgium,Completed,4.02,0.2203,93.1
ORD0000052,CUST00216,2024-07-13 00:35:21,28.0,158.91,Electronics,Australia,Cancelled,14.08,0.1102,3959.15
ORD0000053,CUST00069,2024-12-12 21:53:01,8.0,29.86,Sports,Spain,Cancelled,23.59,0.0057,237.52
ORD0000054,CUST00435,2024-09-01 22:06:09,2.0,383.61,Home & Garden,Italy,Cancelled,0.1,0.0302,744.05
ORD0000055,CUST00265,2024-04-09 12:18:49,23.0,351.5,Books,Germany,Processing,5.95,0.1489,6880.72
ORD0000056,CUST00369,2024-05-02 14:47:28,8.0,166.68,Toys,Italy,Completed,23.46,0.207,1057.42
ORD0000057,CUST00403,2024-07-07 23:37:44,16.0,338.32,Electronics,Belgium,Shipped,4.28,0.1004,4869.64
ORD0000058,CUST00154,2024-04-07 11:14:51,27.0,198.87,Sports,Netherlands,Processing,2.83,0.2086,4249.41
ORD0000059,CUST00288,2024-11-29 09:49:06,22.0,378.49,Home & Garden,Germany,Completed,14.25,0.2096,6581.49
ORD0000060,CUST00291,2024-01-19 12:40:58,5.0,227.91,Clothing,Germany,Processing,21.55,0.2112,898.88
ORD0000061,CUST00204,2024-02-08 10:30:43,27.0,207.02,Beauty,Germany,Completed,11.93,0.1478,4763.41
ORD0000062,CUST00354,2024-03-04 10:27:24,25.0,467.46,Toys,Spain,Shipped,24.86,0.2745,8478.56
ORD0000063,CUST00031,2024-03-24 16:18:03,,126.56,Books,Germany,Completed,16.98,0.1468,3131.45
ORD0000064,CUST00417,2023-01-31 00:36:23,3.0,61.54,Books,France,Processing,1.85,0.1351,159.68
ORD0000065,CUST00244,2022-05-30 14:23:40,12.0,292.89,Toys,United States,Shipped,24.82,0.0598,3304.5
ORD0000066,CUST00231,2024-10-16 04:06:42,13.0,484.71,Toys,United Kingdom,Returned,10.2,0.0923,5719.63
ORD0000067,CUST00172,2024-04-10 21:13:25,13.0,189.85,Toys,Germany,Processing,7.19,0.0127,2436.71
ORD0000068,CUST00185,2024-05-19 22:18:02,10.0,32.43,Books,Italy,Processing,13.95,0.1901,262.65
ORD0000069,CUST00287,2024-05-16 00:47:20,4.0,170.64,Beauty,Australia,Cancelled,7.61,0.0746,631.64
ORD0000070,CUST00478,2024-11-10 13:53:42,9.0,253.71,Books,Sweden,Returned,2.16,0.0912,2075.14
ORD0000071,CUST00132,2023-06-19 14:28:46,22.0,82.22,Clothing,United Kingdom,Completed,0.04,0.2312,1390.64
ORD0000072,CUST00011,2024-06-08 21:53:23,24.0,329.56,Home & Garden,Belgium,Processing,11.24,0.0982,7132.73
ORD0000073,CUST00063,2024-05-16 08:24:01,23.0,498.88,Home & Garden,Australia,Completed,20.92,0.0727,10640.06
ORD0000074,CUST00445,2024-09-20 22:11:57,27.0,226.69,Home & Garden,France,Cancelled,14.31,0.0507,5810.31
ORD0000075,CUST00494,2024-08-23 04:22:39,2.0,178.33,Toys,Sweden,Completed,24.98,0.2325,273.74
ORD0000076,CUST00102,2024-08-12 00:40:00,19.0,201.25,Beauty,Sweden,Returned,7.17,0.0389,3675.01
ORD0000077,CUST00295,2024-04-16 10:25:59,1.0,58.9,Beauty,Australia,Processing,7.01,0.1361,50.88
ORD0000078,CUST00090,2024-10-30 01:00:28,25.0,441.81,Toys,Australia,Shipped,3.99,0.1521,9365.27
ORD0000079,CUST00146,2024-05-17 21:51:22,29.0,208.29,Books,Germany,Returned,4.1,0.2062,4794.88
ORD0000080,CUST00167,2024-09-18 10:36:43,7.0,194.56,Toys,Belgium,Completed,7.13,0.19,1103.16
ORD0000081,CUST00262,2024-07-08 07:46:15,17.0,330.36,Clothing,United Kingdom,Completed,19.82,0.2432,4250.28
ORD0000082,CUST00397,2024-10-13 00:55:17,3.0,221.85,Toys,United States,Shipped,22.64,0.0134,656.63
ORD0000083,CUST00229,2024-12-11 11:58:31,20.0,324.64,Sports,Spain,Shipped,24.38,0.0889,5915.59
ORD0000084,CUST00041,2023-08-15 23:21:23,20.0,32.13,Books,United Kingdom,Returned,5.81,0.084,588.62
ORD0000085,CUST00315,2023-03-22 02:22:23,,407.14,Toys,Belgium,Cancelled,22.03,0.0438,8175.45
ORD0000086,CUST00238,2024-09-02 07:59:03,,470.34,Clothing,Australia,Shipped,8.21,0.0868,1288.54
ORD0000087,CUST00490,2024-02-26 06:05:03,,324.91,Electronics,Netherlands,Shipped,2.82,0.0929,884.18
ORD0000088,CUST00445,2024-03-06 01:55:01,17.0,477.35,Home & Garden,Spain,Processing,21.75,0.1566,6844.15
ORD0000089,CUST00328,2024-11-09 16:28:09,7.0,76.99,Books,Australia,Cancelled,15.9,0.1991,431.63
ORD0000090,CUST00476,2024-05-11 00:41:13,27.0,239.49,Books,United States,Shipped,4.12,0.1143,5727.14
ORD0000091,CUST00216,2024-09-02 03:53:40,26.0,301.5,Clothing,United Kingdom,Cancelled,10.75,0.2158,6147.34
ORD0000092,CUST00314,2024-08-10 00:02:54,14.0,291.5,Beauty,United States,Shipped,7.18,0.1008,3669.64
ORD0000093,CUST00208,2024-11-25 16:19:43,17.0,201.63,Beauty,Sweden,Cancelled,18.42,0.0871,3129.16
ORD0000094,CUST00465,2024-01-28 16:58:30,18.0,170.04,Home & Garden,France,Processing,11.34,0.1624,2563.66
ORD0000095,CUST00041,2022-09-09 15:46:43,13.0,64.72,Sports,Australia,Shipped,24.73,0.0071,835.39
ORD0000096,CUST00176,2022-12-21 12:34:53,20.0,196.78,Electronics,Spain,Shipped,1.37,0.0239,3841.54
ORD0000097,CUST00161,2023-05-08 06:04:37,29.0,82.59,Clothing,France,Completed,8.88,0.1254,2094.76
ORD0000098,CUST00335,2024-04-23 03:38:16,20.0,367.58,Toys,Germany,Returned,12.05,0.2829,5271.83
ORD0000099,CUST00364,2024-04-13 21:01:24,21.0,105.6,Sports,Netherlands,Shipped,12.58,0.2165,1737.49
ORD0000100,CUST00310,2024-09-07 08:31:13,27.0,30.69,Beauty,France,Completed,7.9,0.0264,806.75
ORD0000101,CUST00203,2024-04-15 08:12:55,18.0,276.85,Sports,Australia,Cancelled,18.23,0.2539,3718.04
ORD0000102,CUST00455,2023-11-23 03:00:50,4.0,298.22,Electronics,Netherlands,Completed,21.87,0.2197,930.8
ORD0000103,CUST00400,2024-12-01 01:56:21,1.0,436.15,Electronics,United Kingdom,Cancelled,23.47,0.1833,356.2
ORD0000104,CUST00481,2024-05-21 00:56:29,18.0,289.13,Electronics,Belgium,Returned,20.13,0.2461,3923.55
ORD0000105,CUST00383,2024-03-20 05:53:24,1.0,173.72,Sports,Sweden,Returned,21.26,0.1212,152.67
ORD0000106,CUST00495,2024-06-23 20:59:40,26.0,401.8,Clothing,Belgium,Shipped,13.76,0.0665,9752.09
ORD0000107,CUST00212,2022-09-17 22:04:16,26.0,270.83,Sports,France,Shipped,20.65,0.1536,5959.99
ORD0000108,CUST00095,2024-11-27 17:49:53,,,Clothing,Netherlands,Completed,7.59,0.1647,445.43
ORD0000109,CUST00012,2024-02-18 13:27:23,20.0,283.58,Sports,Germany,Cancelled,9.96,0.1615,4755.64
ORD0000110,CUST00373,2024-04-01 02:53:02,20.0,454.15,Electronics,Netherlands,Processing,7.92,0.1695,7543.43
ORD0000111,CUST00339,2024-04-07 17:31:12,23.0,199.06,Home & Garden,Spain,Returned,11.68,0.2846,3275.37
ORD0000112,CUST00482,2024-10-15 21:25:14,10.0,149.22,Toys,Australia,Cancelled,7.14,0.2707,1088.26
ORD0000113,CUST00359,2022-05-05 09:01:47,27.0,73.02,Books,Germany,Returned,24.04,0.2627,1453.62
ORD0000114,CUST00108,2024-03-05 19:43:05,11.0,,Sports,Italy,Shipped,7.82,0.2404,643.38
ORD0000115,CUST00204,2024-02-10 00:06:59,9.0,217.24,Books,Italy,Processing,2.45,0.283,1401.85
ORD0000116,CUST00049,2024-01-25 18:35:17,9.0,298.45,Books,Sweden,Cancelled,13.17,0.0295,2606.81
ORD0000117,CUST00480,2024-12-07 05:59:36,5.0,41.69,Books,Italy,Returned,1.43,0.0795,191.88
ORD0000118,CUST00243,2024-07-31 23:46:22,26.0,469.87,Beauty,Italy,Shipped,2.76,0.1485,10402.45
ORD0000119,CUST00028,2024-01-11 05:44:19,1.0,377.93,Sports,Spain,Processing,5.48,0.254,281.94
ORD0000120,CUST00395,2023-09-09 17:41:58,17.0,293.93,Beauty,United Kingdom,Shipped,11.61,0.1515,4239.79
ORD0000121,CUST00269,2024-10-24 02:16:58,22.0,414.48,Home & Garden,United States,Processing,10.83,0.2244,7072.36
ORD0000122,CUST00043,2024-02-10 08:40:58,2.0,41.47,Books,Belgium,Cancelled,19.99,0.0417,79.48
ORD0000123,CUST00135,2022-08-30 05:02:52,24.0,239.2,Sports,Spain,Cancelled,18.49,0.0757,5306.22
ORD0000124,CUST00044,2024-09-11 07:28:58,13.0,315.6,Toys,Italy,Cancelled,10.66,0.2195,3202.24
ORD0000125,CUST00477,2024-12-09 21:11:27,9.0,414.58,Sports,Australia,Returned,8.34,0.0494,3546.9
ORD0000126,CUST00200,2024-04-30 03:32:36,29.0,392.06,Sports,United Kingdom,Processing,7.91,0.1054,10171.37
ORD0000127,CUST00118,2023-01-20 07:36:38,4.0,139.62,Toys,Sweden,Returned,19.35,0.0795,514.08
ORD0000128,CUST00378,2023-03-18 10:49:20,5.0,470.53,Sports,United States,Cancelled,1.3,0.105,2105.62
ORD0000129,CUST00227,2022-07-16 08:58:12,11.0,63.49,Toys,Sweden,Processing,0.32,0.2125,549.98
ORD0000130,CUST00068,2024-07-23 13:35:39,24.0,437.75,Sports,United Kingdom,Completed,19.89,0.1104,9346.14
ORD0000131,CUST00430,2024-03-07 06:10:54,19.0,485.51,Beauty,Netherlands,Shipped,11.93,0.1666,7687.86
ORD0000132,CUST00015,2022-02-24 14:40:21,21.0,89.81,Clothing,United Kingdom,,3.27,0.03,1829.43
ORD0000133,CUST00340,2023-07-09 08:00:20,3.0,361.45,Clothing,United States,Processing,5.89,0.2415,822.48
ORD0000134,CUST00441,2024-12-21 10:57:25,12.0,21.58,Books,Sweden,Cancelled,23.31,0.111,230.22
ORD0000135,CUST00167,2024-12-01 15:18:40,26.0,203.6,Clothing,Netherlands,Cancelled,21.49,0.1946,4263.47
ORD0000136,CUST00244,2023-12-27 18:14:06,19.0,258.87,Sports,Italy,Processing,17.74,0.2176,3848.26
ORD0000137,CUST00500,2024-12-04 05:21:36,19.0,290.95,Toys,Netherlands,Shipped,12.06,0.0629,5180.34
ORD0000138,CUST00277,2024-12-29 01:30:14,13.0,,Sports,Germany,Cancelled,13.01,0.2654,4469.88
ORD0000139,CUST00140,2024-08-01 00:48:45,28.0,336.62,Clothing,United Kingdom,Completed,24.38,0.1849,7682.61
ORD0000140,CUST00228,2024-02-22 11:21:43,7.0,241.42,Toys,Netherlands,Shipped,24.14,0.1286,1472.61
ORD0000141,CUST00497,2024-09-27 22:18:59,15.0,405.12,Books,France,Cancelled,5.38,0.0547,5744.4
ORD0000142,CUST00277,2024-03-09 18:06:03,23.0,475.34,Beauty,Belgium,Processing,20.28,0.2827,7842.11
ORD0000143,CUST00303,2024-08-20 01:53:18,7.0,12.5,Books,Netherlands,Completed,4.93,0.2265,67.68
ORD0000144,CUST00234,2024-09-02 01:47:21,26.0,491.29,Electronics,United Kingdom,Processing,5.34,0.0624,11976.47
ORD0000145,CUST00384,2024-05-26 02:51:56,8.0,44.44,Toys,Germany,Cancelled,16.9,0.1013,319.51
ORD0000146,CUST00223,2024-07-22 06:59:56,5.0,407.47,Clothing,Belgium,Shipped,10.13,0.2429,1542.48
ORD0000147,CUST00328,2024-09-05 08:50:07,21.0,141.25,Sports,Sweden,Cancelled,23.29,0.2087,2347.19
ORD0000148,CUST00274,2024-04-30 06:15:09,14.0,67.39,Sports,Spain,,2.23,0.2297,726.75
ORD0000149,CUST00466,2024-05-14 19:50:35,4.0,220.77,Electronics,Germany,Returned,12.79,0.1324,766.16
ORD0000150,CUST00247,2024-04-18 08:17:09,23.0,322.51,Toys,Australia,Cancelled,22.96,0.2149,5823.66
ORD0000151,CUST00117,2024-11-08 12:25:12,10.0,191.4,Clothing,Australia,Shipped,22.6,0.1159,1692.17
ORD0000152,CUST00046,2024-06-20 14:26:11,20.0,28.7,Books,France,Completed,3.91,0.0634,537.61
ORD0000153,CUST00158,2024-05-22 01:20:51,15.0,300.33,Home & Garden,Belgium,Processing,9.17,0.1898,3649.91
ORD0000154,CUST00212,2023-02-08 14:18:31,18.0,451.35,Electronics,Germany,Processing,15.48,0.2928,5745.5
ORD0000155,CUST00080,2023-04-17 14:01:07,20.0,192.53,Books,Sweden,Returned,3.98,0.0932,3491.72
ORD0000156,CUST00006,2024-01-01 00:51:38,13.0,109.34,Beauty,United Kingdom,Shipped,24.2,0.1383,1224.84
ORD0000157,CUST00268,2024-11-12 15:53:25,,222.12,Sports,France,Cancelled,22.87,0.2022,5139.01
ORD0000158,CUST00389,2024-11-25 07:26:02,8.0,25.61,Electronics,Italy,Completed,4.17,0.1625,171.59
ORD0000159,CUST00070,2024-05-13 13:14:23,9.0,410.51,Electronics,Spain,Returned,3.03,0.253,2759.86
ORD0000160,CUST00147,2024-07-01 05:14:30,16.0,413.43,Home & Garden,Sweden,Processing,2.14,0.2285,5103.38
ORD0000161,CUST00274,2024-01-04 05:31:15,19.0,294.62,Books,Belgium,Processing,22.74,0.0175,5499.82
ORD0000162,CUST00353,2024-12-24 02:29:12,16.0,177.52,Home & Garden,Netherlands,Processing,4.84,0.2995,1989.64
ORD0000163,CUST00252,2024-10-20 09:30:57,7.0,400.19,Electronics,Italy,Cancelled,10.41,0.2257,2169.07
ORD0000164,CUST00245,2024-04-26 08:34:20,14.0,278.01,Books,Netherlands,Cancelled,11.22,0.2592,2883.3
ORD0000165,CUST00005,2023-10-31 15:47:29,28.0,413.23,Clothing,Belgium,Cancelled,14.98,0.1954,9309.58
ORD0000166,CUST00409,2024-04-23 18:14:11,14.0,316.28,Electronics,France,Cancelled,1.79,0.2569,3290.39
ORD0000167,CUST00306,2024-03-30 19:05:01,25.0,392.53,Home & Garden,Australia,Cancelled,5.67,0.0337,9482.54
ORD0000168,CUST00408,2024-01-03 19:16:35,27.0,299.88,Home & Garden,Italy,,23.29,0.1043,7252.27
ORD0000169,CUST00281,2024-05-25 02:36:48,4.0,207.95,Home & Garden,Germany,Completed,22.71,0.2629,613.12
ORD0000170,CUST00097,2024-06-08 21:39:23,26.0,479.04,Home & Garden,Sweden,Processing,19.53,0.0605,11701.51
ORD0000171,CUST00452,2024-08-05 16:44:43,15.0,271.25,Home & Garden,Sweden,Cancelled,0.49,0.0235,3973.13
ORD0000172,CUST00224,2024-06-02 07:21:21,3.0,303.14,Sports,France,Shipped,8.18,0.2364,694.43
ORD0000173,CUST00128,2022-09-11 15:07:40,5.0,111.41,Electronics,France,Processing,15.7,0.2506,417.45
ORD0000174,CUST00367,2024-10-13 06:26:10,1.0,313.39,Beauty,Netherlands,Completed,6.88,0.0488,298.1
ORD0000175,CUST00331,2024-05-31 08:29:02,3.0,286.45,Clothing,Belgium,Processing,22.74,0.2563,639.1
ORD0000176,CUST00425,2024-05-26 22:33:09,15.0,93.64,Clothing,United Kingdom,Cancelled,15.85,0.206,1115.25
ORD0000177,CUST00113,2023-02-13 12:36:55,24.0,31.2,Beauty,Netherlands,Cancelled,1.8,0.156,631.99
ORD0000178,CUST00041,2023-10-18 22:13:30,,302.77,Books,Spain,Shipped,22.73,0.2491,6138.45
ORD0000179,CUST00321,2024-04-03 00:52:40,8.0,382.2,Sports,Germany,Returned,23.94,0.1258,2672.95
ORD0000180,CUST00265,2023-02-27 07:51:58,29.0,262.42,Electronics,Spain,Shipped,1.94,0.0582,7167.27
ORD0000181,CUST00146,2024-09-08 20:03:27,4.0,114.55,Home & Garden,Italy,Returned,13.31,0.0855,419.02
ORD0000182,CUST00381,2024-07-25 14:04:47,2.0,333.76,Home & Garden,United Kingdom,Shipped,7.58,0.1515,566.39
ORD0000183,CUST00415,2024-04-14 09:36:10,29.0,41.43,Clothing,France,Completed,9.82,0.1594,1009.96
ORD0000184,CUST00212,2022-10-20 01:10:16,,221.75,Clothing,Belgium,Returned,4.49,0.2417,4035.67
ORD0000185,CUST00437,2024-01-27 14:07:49,24.0,82.94,Beauty,Belgium,Returned,14.45,0.2374,1518.0
ORD0000186,CUST00094,2022-08-01 05:42:47,10.0,93.45,Toys,Netherlands,Processing,23.95,0.1744,771.52
ORD0000187,CUST00149,2024-02-12 20:35:44,4.0,102.34,Sports,United Kingdom,Shipped,12.58,0.2342,313.49
ORD0000188,CUST00327,2024-06-25 20:06:16,3.0,194.27,Electronics,France,Returned,2.07,0.0575,549.3
ORD0000189,CUST00317,2023-12-05 08:23:09,2.0,27.0,Electronics,Spain,,15.5,0.015,53.19
ORD0000190,CUST00140,2024-09-29 00:52:40,25.0,199.8,Books,Sweden,Completed,8.51,0.2621,3685.81
ORD0000191,CUST00319,2024-07-10 01:44:06,17.0,256.59,Home & Garden,Italy,Completed,21.4,0.0227,4263.01
ORD0000192,CUST00097,2024-05-04 12:36:58,23.0,242.42,Electronics,Germany,Cancelled,10.87,0.074,5163.06
ORD0000193,CUST00010,2024-02-29 02:08:03,21.0,192.32,Beauty,Belgium,Completed,4.82,0.2086,3196.24
ORD0000194,CUST00026,2024-07-26 18:17:19,24.0,419.81,Electronics,Sweden,Processing,4.78,0.1228,8838.18
ORD0000195,CUST00012,2024-03-13 05:03:50,20.0,73.95,Sports,Australia,Processing,19.22,0.2629,1090.17
ORD0000196,CUST00498,2024-02-09 17:15:28,23.0,253.59,Sports,Sweden,Returned,6.64,0.0894,5311.14
ORD0000197,CUST00145,2024-04-14 13:04:49,13.0,32.43,Books,France,Completed,19.18,0.0036,420.07
ORD0000198,CUST00065,2024-10-04 18:06:33,5.0,36.97,Home & Garden,Netherlands,Completed,5.15,0.0902,168.18
ORD0000199,CUST00225,2024-10-09 09:07:44,21.0,287.57,Books,Belgium,Returned,8.04,0.1734,4991.81
ORD0000200,CUST00005,2022-12-28 15:48:16,,283.66,Sports,Australia,Shipped,11.64,0.1128,2264.97
ORD0000201,CUST00047,2024-02-28 12:28:25,25.0,439.2,Home & Garden,Belgium,Processing,23.58,0.1605,9217.71
ORD0000202,CUST00008,2024-07-10 16:29:41,29.0,279.6,Beauty,France,Returned,23.29,0.263,5975.89
ORD0000203,CUST00112,2023-06-16 03:26:06,25.0,479.96,Sports,Germany,Shipped,5.17,0.2737,8714.87
ORD0000204,CUST00216,2024-05-01 00:06:18,28.0,25.77,Sports,Germany,Shipped,8.96,0.0798,663.98
ORD0000205,CUST00403,2024-11-06 11:31:45,22.0,50.36,Beauty,United Kingdom,Returned,3.73,0.1386,954.36
ORD0000206,CUST00256,2023-07-31 22:41:12,6.0,23.47,Toys,France,Cancelled,12.75,0.1647,117.63
ORD0000207,CUST00238,2024-09-27 15:54:11,5.0,,Beauty,France,Shipped,11.51,0.2847,335.69
ORD0000208,CUST00406,2024-01-13 07:48:41,25.0,271.32,Books,Netherlands,Processing,22.52,0.2996,4750.81
ORD0000209,CUST00170,2024-02-01 03:44:00,10.0,323.32,Clothing,Australia,,23.25,0.0706,3004.94
ORD0000210,CUST00432,2024-10-18 11:48:55,8.0,24.22,Beauty,United Kingdom,Processing,9.59,0.2181,151.5
ORD0000211,CUST00488,2024-02-26 17:38:14,7.0,473.07,Clothing,Spain,Processing,12.29,0.1134,2935.97
ORD0000212,CUST00029,2024-04-13 11:59:36,7.0,421.32,Books,United Kingdom,Cancelled,22.41,0.0024,2942.16
ORD0000213,CUST00398,2023-09-02 14:32:39,6.0,149.36,Toys,Netherlands,Shipped,20.17,0.0028,893.65
ORD0000214,CUST00037,2024-07-29 22:54:57,21.0,39.98,Sports,Belgium,Returned,0.09,0.1382,723.55
ORD0000215,CUST00241,2024-03-11 12:40:10,29.0,86.19,Beauty,United States,Shipped,8.0,0.1465,2133.33
ORD0000216,CUST00099,2024-12-13 20:31:10,20.0,64.78,Sports,United Kingdom,Completed,10.54,0.0068,1286.79
ORD0000217,CUST00431,2024-04-07 02:54:34,3.0,62.96,Toys,Belgium,Completed,5.74,0.2061,149.95
ORD0000218,CUST00419,2024-05-28 04:33:33,19.0,260.0,Sports,Sweden,Completed,4.99,0.0882,4504.29
ORD0000219,CUST00425,2024-01-05 21:35:05,22.0,124.05,Clothing,Italy,Returned,0.94,0.168,2270.61
ORD0000220,CUST00063,2024-10-25 07:38:11,15.0,180.03,Beauty,Italy,Completed,16.08,0.0903,2456.6
ORD0000221,CUST00366,2024-04-06 16:29:50,4.0,494.77,Toys,Sweden,Returned,6.56,0.0501,1879.93
ORD0000222,CUST00198,2024-10-26 12:20:27,28.0,,Home & Garden,Germany,Cancelled,1.31,0.1222,8421.3
ORD0000223,CUST00500,2024-06-21 00:41:42,12.0,474.57,Electronics,Belgium,Cancelled,5.77,0.0697,5297.91
ORD0000224,CUST00127,2024-10-13 11:06:26,6.0,72.56,Beauty,Spain,Completed,20.05,0.1604,365.53
ORD0000225,CUST00018,2024-03-18 08:29:27,19.0,192.0,Books,United States,Shipped,21.29,0.0596,3430.58
ORD0000226,CUST00236,2022-05-26 23:05:38,,278.03,Toys,France,Processing,12.08,0.1525,942.52
ORD0000227,CUST00267,2024-09-15 15:38:36,15.0,39.76,Books,Australia,Processing,10.4,0.0472,568.25
